# JIS-X0213 aka Shift JIS character mapping table
0x00 0x0000
0x93db 0x5451
0x93dc 0x66c7
0x93dd 0x920d
0x93de 0x5948
0x93df 0x90a3
0x93e0 0x5185
0x93e1 0x4e4d
0x93e2 0x51ea
0x93e3 0x8599
0x93e4 0x8b0e
0x93e5 0x7058
0x93e6 0x637a
0x93e7 0x934b
0x93e8 0x6962
0x93e9 0x99b4
0x93ea 0x7e04
0x93eb 0x7577
0x93ec 0x5357
0x93ed 0x6960
0x93ee 0x8edf
0x93ef 0x96e3
0x93f0 0x6c5d
0x93f1 0x4e8c
0x93f2 0x5c3c
0x93f3 0x5f10
0x93f4 0x8fe9
0x93f5 0x5302
0x93f6 0x8cd1
0x93f7 0x8089
0x93f8 0x8679
0x93f9 0x5eff
0x93fa 0x65e5
0x93fb 0x4e73
0x93fc 0x5165
0x9440 0x5982
0x9441 0x5c3f
0x9442 0x97ee
0x9443 0x4efb
0x9444 0x598a
0x9445 0x5fcd
0x9446 0x8a8d
0x9447 0x6fe1
0x9448 0x79b0
0x9449 0x7962
0x944a 0x5be7
0x944b 0x8471
0x944c 0x732b
0x944d 0x71b1
0x944e 0x5e74
0x944f 0x5ff5
0x9450 0x637b
0x9451 0x649a
0x9452 0x71c3
0x9453 0x7c98
0x9454 0x4e43
0x9455 0x5efc
0x9456 0x4e4b
0x9457 0x57dc
0x9458 0x56a2
0x9459 0x60a9
0x945a 0x6fc3
0x945b 0x7d0d
0x945c 0x80fd
0x945d 0x8133
0x945e 0x81bf
0x945f 0x8fb2
0x9460 0x8997
0x9461 0x86a4
0x9462 0x5df4
0x9463 0x628a
0x9464 0x64ad
0x9465 0x8987
0x9466 0x6777
0x9467 0x6ce2
0x9468 0x6d3e
0x9469 0x7436
0x946a 0x7834
0x946b 0x5a46
0x946c 0x7f75
0x946d 0x82ad
0x946e 0x99ac
0x946f 0x4ff3
0x9470 0x5ec3
0x9471 0x62dd
0x9472 0x6392
0x9473 0x6557
0x9474 0x676f
0x9475 0x76c3
0x9476 0x724c
0x9477 0x80cc
0x9478 0x80ba
0x9479 0x8f29
0x947a 0x914d
0x947b 0x500d
0x947c 0x57f9
0x947d 0x5a92
0x947e 0x6885
0x9480 0x6973
0x9481 0x7164
0x9482 0x72fd
0x9483 0x8cb7
0x9484 0x58f2
0x9485 0x8ce0
0x9486 0x966a
0x9487 0x9019
0x9488 0x877f
0x9489 0x79e4
0x948a 0x77e7
0x948b 0x8429
0x948c 0x4f2f
0x948d 0x5265
0x948e 0x535a
0x948f 0x62cd
0x9490 0x67cf
0x9491 0x6cca
0x9492 0x767d
0x9493 0x7b94
0x9494 0x7c95
0x9495 0x8236
0x9496 0x8584
0x9497 0x8feb
0x9498 0x66dd
0x9499 0x6f20
0x949a 0x7206
0x949b 0x7e1b
0x949c 0x83ab
0x949d 0x99c1
0x949e 0x9ea6
0x949f 0x51fd
0x94a0 0x7bb1
0x94a1 0x7872
0x94a2 0x7bb8
0x94a3 0x8087
0x94a4 0x7b48
0x94a5 0x6ae8
0x94a6 0x5e61
0x94a7 0x808c
0x94a8 0x7551
0x94a9 0x7560
0x94aa 0x516b
0x94ab 0x9262
0x94ac 0x6e8c
0x94ad 0x767a
0x94ae 0x9197
0x94af 0x9aea
0x94b0 0x4f10
0x94b1 0x7f70
0x94b2 0x629c
0x94b3 0x7b4f
0x94b4 0x95a5
0x94b5 0x9ce9
0x94b6 0x567a
0x94b7 0x5859
0x94b8 0x86e4
0x94b9 0x96bc
0x94ba 0x4f34
0x94bb 0x5224
0x94bc 0x534a
0x94bd 0x53cd
0x94be 0x53db
0x94bf 0x5e06
0x94c0 0x642c
0x94c1 0x6591
0x94c2 0x677f
0x94c3 0x6c3e
0x94c4 0x6c4e
0x94c5 0x7248
0x94c6 0x72af
0x94c7 0x73ed
0x94c8 0x7554
0x94c9 0x7e41
0x94ca 0x822c
0x94cb 0x85e9
0x94cc 0x8ca9
0x94cd 0x7bc4
0x94ce 0x91c6
0x94cf 0x7169
0x94d0 0x9812
0x94d1 0x98ef
0x94d2 0x633d
0x94d3 0x6669
0x94d4 0x756a
0x94d5 0x76e4
0x94d6 0x78d0
0x94d7 0x8543
0x94d8 0x86ee
0x94d9 0x532a
0x94da 0x5351
0x94db 0x5426
0x94dc 0x5983
0x94dd 0x5e87
0x94de 0x5f7c
0x94df 0x60b2
0x94e0 0x6249
0x94e1 0x6279
0x94e2 0x62ab
0x94e3 0x6590
0x94e4 0x6bd4
0x94e5 0x6ccc
0x94e6 0x75b2
0x94e7 0x76ae
0x94e8 0x7891
0x94e9 0x79d8
0x94ea 0x7dcb
0x94eb 0x7f77
0x94ec 0x80a5
0x94ed 0x88ab
0x94ee 0x8ab9
0x94ef 0x8cbb
0x94f0 0x907f
0x94f1 0x975e
0x94f2 0x98db
0x94f3 0x6a0b
0x94f4 0x7c38
0x94f5 0x5099
0x94f6 0x5c3e
0x94f7 0x5fae
0x94f8 0x6787
0x94f9 0x6bd8
0x94fa 0x7435
0x94fb 0x7709
0x94fc 0x7f8e
0x9540 0x9f3b
0x9541 0x67ca
0x9542 0x7a17
0x9543 0x5339
0x9544 0x758b
0x9545 0x9aed
0x9546 0x5f66
0x9547 0x819d
0x9548 0x83f1
0x9549 0x8098
0x954a 0x5f3c
0x954b 0x5fc5
0x954c 0x7562
0x954d 0x7b46
0x954e 0x903c
0x954f 0x6867
0x9550 0x59eb
0x9551 0x5a9b
0x9552 0x7d10
0x9553 0x767e
0x9554 0x8b2c
0x9555 0x4ff5
0x9556 0x5f6a
0x9557 0x6a19
0x9558 0x6c37
0x9559 0x6f02
0x955a 0x74e2
0x955b 0x7968
0x955c 0x8868
0x955d 0x8a55
0x955e 0x8c79
0x955f 0x5edf
0x9560 0x63cf
0x9561 0x75c5
0x9562 0x79d2
0x9563 0x82d7
0x9564 0x9328
0x9565 0x92f2
0x9566 0x849c
0x9567 0x86ed
0x9568 0x9c2d
0x9569 0x54c1
0x956a 0x5f6c
0x956b 0x658c
0x956c 0x6d5c
0x956d 0x7015
0x956e 0x8ca7
0x956f 0x8cd3
0x9570 0x983b
0x9571 0x654f
0x9572 0x74f6
0x9573 0x4e0d
0x9574 0x4ed8
0x9575 0x57e0
0x9576 0x592b
0x9577 0x5a66
0x9578 0x5bcc
0x9579 0x51a8
0x957a 0x5e03
0x957b 0x5e9c
0x957c 0x6016
0x957d 0x6276
0x957e 0x6577
0x9580 0x65a7
0x9581 0x666e
0x9582 0x6d6e
0x9583 0x7236
0x9584 0x7b26
0x9585 0x8150
0x9586 0x819a
0x9587 0x8299
0x9588 0x8b5c
0x9589 0x8ca0
0x958a 0x8ce6
0x958b 0x8d74
0x958c 0x961c
0x958d 0x9644
0x958e 0x4fae
0x958f 0x64ab
0x9590 0x6b66
0x9591 0x821e
0x9592 0x8461
0x9593 0x856a
0x9594 0x90e8
0x9595 0x5c01
0x9596 0x6953
0x9597 0x98a8
0x9598 0x847a
0x9599 0x8557
0x959a 0x4f0f
0x959b 0x526f
0x959c 0x5fa9
0x959d 0x5e45
0x959e 0x670d
0x959f 0x798f
0x95a0 0x8179
0x95a1 0x8907
0x95a2 0x8986
0x95a3 0x6df5
0x95a4 0x5f17
0x95a5 0x6255
0x95a6 0x6cb8
0x95a7 0x4ecf
0x95a8 0x7269
0x95a9 0x9b92
0x95aa 0x5206
0x95ab 0x543b
0x95ac 0x5674
0x95ad 0x58b3
0x95ae 0x61a4
0x95af 0x626e
0x95b0 0x711a
0x95b1 0x596e
0x95b2 0x7c89
0x95b3 0x7cde
0x95b4 0x7d1b
0x95b5 0x96f0
0x95b6 0x6587
0x95b7 0x805e
0x95b8 0x4e19
0x95b9 0x4f75
0x95ba 0x5175
0x95bb 0x5840
0x95bc 0x5e63
0x95bd 0x5e73
0x95be 0x5f0a
0x95bf 0x67c4
0x95c0 0x4e26
0x95c1 0x853d
0x95c2 0x9589
0x95c3 0x965b
0x95c4 0x7c73
0x95c5 0x9801
0x95c6 0x50fb
0x95c7 0x58c1
0x95c8 0x7656
0x95c9 0x78a7
0x95ca 0x5225
0x95cb 0x77a5
0x95cc 0x8511
0x95cd 0x7b86
0x95ce 0x504f
0x95cf 0x5909
0x95d0 0x7247
0x95d1 0x7bc7
0x95d2 0x7de8
0x95d3 0x8fba
0x95d4 0x8fd4
0x95d5 0x904d
0x95d6 0x4fbf
0x95d7 0x52c9
0x95d8 0x5a29
0x95d9 0x5f01
0x95da 0x97ad
0x95db 0x4fdd
0x95dc 0x8217
0x95dd 0x92ea
0x95de 0x5703
0x95df 0x6355
0x95e0 0x6b69
0x95e1 0x752b
0x95e2 0x88dc
0x95e3 0x8f14
0x95e4 0x7a42
0x95e5 0x52df
0x95e6 0x5893
0x95e7 0x6155
0x95e8 0x620a
0x95e9 0x66ae
0x95ea 0x6bcd
0x95eb 0x7c3f
0x95ec 0x83e9
0x95ed 0x5023
0x95ee 0x4ff8
0x95ef 0x5305
0x95f0 0x5446
0x95f1 0x5831
0x95f2 0x5949
0x95f3 0x5b9d
0x95f4 0x5cf0
0x95f5 0x5cef
0x95f6 0x5d29
0x95f7 0x5e96
0x95f8 0x62b1
0x95f9 0x6367
0x95fa 0x653e
0x95fb 0x65b9
0x95fc 0x670b
0x9640 0x6cd5
0x9641 0x6ce1
0x9642 0x70f9
0x9643 0x7832
0x9644 0x7e2b
0x9645 0x80de
0x9646 0x82b3
0x9647 0x840c
0x9648 0x84ec
0x9649 0x8702
0x964a 0x8912
0x964b 0x8a2a
0x964c 0x8c4a
0x964d 0x90a6
0x964e 0x92d2
0x964f 0x98fd
0x9650 0x9cf3
0x9651 0x9d6c
0x9652 0x4e4f
0x9653 0x4ea1
0x9654 0x508d
0x9655 0x5256
0x9656 0x574a
0x9657 0x59a8
0x9658 0x5e3d
0x9659 0x5fd8
0x965a 0x5fd9
0x965b 0x623f
0x965c 0x66b4
0x965d 0x671b
0x965e 0x67d0
0x965f 0x68d2
0x9660 0x5192
0x9661 0x7d21
0x9662 0x80aa
0x9663 0x81a8
0x9664 0x8b00
0x9665 0x8c8c
0x9666 0x8cbf
0x9667 0x927e
0x9668 0x9632
0x9669 0x5420
0x966a 0x982c
0x966b 0x5317
0x966c 0x50d5
0x966d 0x535c
0x966e 0x58a8
0x966f 0x64b2
0x9670 0x6734
0x9671 0x7267
0x9672 0x7766
0x9673 0x7a46
0x9674 0x91e6
0x9675 0x52c3
0x9676 0x6ca1
0x9677 0x6b86
0x9678 0x5800
0x9679 0x5e4c
0x967a 0x5954
0x967b 0x672c
0x967c 0x7ffb
0x967d 0x51e1
0x967e 0x76c6
0x9680 0x6469
0x9681 0x78e8
0x9682 0x9b54
0x9683 0x9ebb
0x9684 0x57cb
0x9685 0x59b9
0x9686 0x6627
0x9687 0x679a
0x9688 0x6bce
0x9689 0x54e9
0x968a 0x69d9
0x968b 0x5e55
0x968c 0x819c
0x968d 0x6795
0x968e 0x9baa
0x968f 0x67fe
0x9690 0x9c52
0x9691 0x685d
0x9692 0x4ea6
0x9693 0x4fe3
0x9694 0x53c8
0x9695 0x62b9
0x9696 0x672b
0x9697 0x6cab
0x9698 0x8fc4
0x9699 0x4fad
0x969a 0x7e6d
0x969b 0x9ebf
0x969c 0x4e07
0x969d 0x6162
0x969e 0x6e80
0x969f 0x6f2b
0x96a0 0x8513
0x96a1 0x5473
0x96a2 0x672a
0x96a3 0x9b45
0x96a4 0x5df3
0x96a5 0x7b95
0x96a6 0x5cac
0x96a7 0x5bc6
0x96a8 0x871c
0x96a9 0x6e4a
0x96aa 0x84d1
0x96ab 0x7a14
0x96ac 0x8108
0x96ad 0x5999
0x96ae 0x7c8d
0x96af 0x6c11
0x96b0 0x7720
0x96b1 0x52d9
0x96b2 0x5922
0x96b3 0x7121
0x96b4 0x725f
0x96b5 0x77db
0x96b6 0x9727
0x96b7 0x9d61
0x96b8 0x690b
0x96b9 0x5a7f
0x96ba 0x5a18
0x96bb 0x51a5
0x96bc 0x540d
0x96bd 0x547d
0x96be 0x660e
0x96bf 0x76df
0x96c0 0x8ff7
0x96c1 0x9298
0x96c2 0x9cf4
0x96c3 0x59ea
0x96c4 0x725d
0x96c5 0x6ec5
0x96c6 0x514d
0x96c7 0x68c9
0x96c8 0x7dbf
0x96c9 0x7dec
0x96ca 0x9762
0x96cb 0x9eba
0x96cc 0x6478
0x96cd 0x6a21
0x96ce 0x8302
0x96cf 0x5984
0x96d0 0x5b5f
0x96d1 0x6bdb
0x96d2 0x731b
0x96d3 0x76f2
0x96d4 0x7db2
0x96d5 0x8017
0x96d6 0x8499
0x96d7 0x5132
0x96d8 0x6728
0x96d9 0x9ed9
0x96da 0x76ee
0x96db 0x6762
0x96dc 0x52ff
0x96dd 0x9905
0x96de 0x5c24
0x96df 0x623b
0x96e0 0x7c7e
0x96e1 0x8cb0
0x96e2 0x554f
0x96e3 0x60b6
0x96e4 0x7d0b
0x96e5 0x9580
0x96e6 0x5301
0x96e7 0x4e5f
0x96e8 0x51b6
0x96e9 0x591c
0x96ea 0x723a
0x96eb 0x8036
0x96ec 0x91ce
0x96ed 0x5f25
0x96ee 0x77e2
0x96ef 0x5384
0x96f0 0x5f79
0x96f1 0x7d04
0x96f2 0x85ac
0x96f3 0x8a33
0x96f4 0x8e8d
0x96f5 0x9756
0x96f6 0x67f3
0x96f7 0x85ae
0x96f8 0x9453
0x96f9 0x6109
0x96fa 0x6108
0x96fb 0x6cb9
0x96fc 0x7652
0x9740 0x8aed
0x9741 0x8f38
0x9742 0x552f
0x9743 0x4f51
0x9744 0x512a
0x9745 0x52c7
0x9746 0x53cb
0x9747 0x5ba5
0x9748 0x5e7d
0x9749 0x60a0
0x974a 0x6182
0x974b 0x63d6
0x974c 0x6709
0x974d 0x67da
0x974e 0x6e67
0x974f 0x6d8c
0x9750 0x7336
0x9751 0x7337
0x9752 0x7531
0x9753 0x7950
0x9754 0x88d5
0x9755 0x8a98
0x9756 0x904a
0x9757 0x9091
0x9758 0x90f5
0x9759 0x96c4
0x975a 0x878d
0x975b 0x5915
0x975c 0x4e88
0x975d 0x4f59
0x975e 0x4e0e
0x975f 0x8a89
0x9760 0x8f3f
0x9761 0x9810
0x9762 0x50ad
0x9763 0x5e7c
0x9764 0x5996
0x9765 0x5bb9
0x9766 0x5eb8
0x9767 0x63da
0x9768 0x63fa
0x9769 0x64c1
0x976a 0x66dc
0x976b 0x694a
0x976c 0x69d8
0x976d 0x6d0b
0x976e 0x6eb6
0x976f 0x7194
0x9770 0x7528
0x9771 0x7aaf
0x9772 0x7f8a
0x9773 0x8000
0x9774 0x8449
0x9775 0x84c9
0x9776 0x8981
0x9777 0x8b21
0x9778 0x8e0a
0x9779 0x9065
0x977a 0x967d
0x977b 0x990a
0x977c 0x617e
0x977d 0x6291
0x977e 0x6b32
0x9780 0x6c83
0x9781 0x6d74
0x9782 0x7fcc
0x9783 0x7ffc
0x9784 0x6dc0
0x9785 0x7f85
0x9786 0x87ba
0x9787 0x88f8
0x9788 0x6765
0x9789 0x83b1
0x978a 0x983c
0x978b 0x96f7
0x978c 0x6d1b
0x978d 0x7d61
0x978e 0x843d
0x978f 0x916a
0x9790 0x4e71
0x9791 0x5375
0x9792 0x5d50
0x9793 0x6b04
0x9794 0x6feb
0x9795 0x85cd
0x9796 0x862d
0x9797 0x89a7
0x9798 0x5229
0x9799 0x540f
0x979a 0x5c65
0x979b 0x674e
0x979c 0x68a8
0x979d 0x7406
0x979e 0x7483
0x979f 0x75e2
0x97a0 0x88cf
0x97a1 0x88e1
0x97a2 0x91cc
0x97a3 0x96e2
0x97a4 0x9678
0x97a5 0x5f8b
0x97a6 0x7387
0x97a7 0x7acb
0x97a8 0x844e
0x97a9 0x63a0
0x97aa 0x7565
0x97ab 0x5289
0x97ac 0x6d41
0x97ad 0x6e9c
0x97ae 0x7409
0x97af 0x7559
0x97b0 0x786b
0x97b1 0x7c92
0x97b2 0x9686
0x97b3 0x7adc
0x97b4 0x9f8d
0x97b5 0x4fb6
0x97b6 0x616e
0x97b7 0x65c5
0x97b8 0x865c
0x97b9 0x4e86
0x97ba 0x4eae
0x97bb 0x50da
0x97bc 0x4e21
0x97bd 0x51cc
0x97be 0x5bee
0x97bf 0x6599
0x97c0 0x6881
0x97c1 0x6dbc
0x97c2 0x731f
0x97c3 0x7642
0x97c4 0x77ad
0x97c5 0x7a1c
0x97c6 0x7ce7
0x97c7 0x826f
0x97c8 0x8ad2
0x97c9 0x907c
0x97ca 0x91cf
0x97cb 0x9675
0x97cc 0x9818
0x97cd 0x529b
0x97ce 0x7dd1
0x97cf 0x502b
0x97d0 0x5398
0x97d1 0x6797
0x97d2 0x6dcb
0x97d3 0x71d0
0x97d4 0x7433
0x97d5 0x81e8
0x97d6 0x8f2a
0x97d7 0x96a3
0x97d8 0x9c57
0x97d9 0x9e9f
0x97da 0x7460
0x97db 0x5841
0x97dc 0x6d99
0x97dd 0x7d2f
0x97de 0x985e
0x97df 0x4ee4
0x97e0 0x4f36
0x97e1 0x4f8b
0x97e2 0x51b7
0x97e3 0x52b1
0x97e4 0x5dba
0x97e5 0x601c
0x97e6 0x73b2
0x97e7 0x793c
0x97e8 0x82d3
0x97e9 0x9234
0x97ea 0x96b7
0x97eb 0x96f6
0x97ec 0x970a
0x97ed 0x9e97
0x97ee 0x9f62
0x97ef 0x66a6
0x97f0 0x6b74
0x97f1 0x5217
0x97f2 0x52a3
0x97f3 0x70c8
0x97f4 0x88c2
0x97f5 0x5ec9
0x97f6 0x604b
0x97f7 0x6190
0x97f8 0x6f23
0x97f9 0x7149
0x97fa 0x7c3e
0x97fb 0x7df4
0x97fc 0x806f
0x9840 0x84ee
0x9841 0x9023
0x9842 0x932c
0x9843 0x5442
0x9844 0x9b6f
0x9845 0x6ad3
0x9846 0x7089
0x9847 0x8cc2
0x9848 0x8def
0x9849 0x9732
0x984a 0x52b4
0x984b 0x5a41
0x984c 0x5eca
0x984d 0x5f04
0x984e 0x6717
0x984f 0x697c
0x9850 0x6994
0x9851 0x6d6a
0x9852 0x6f0f
0x9853 0x7262
0x9854 0x72fc
0x9855 0x7bed
0x9856 0x8001
0x9857 0x807e
0x9858 0x874b
0x9859 0x90ce
0x985a 0x516d
0x985b 0x9e93
0x985c 0x7984
0x985d 0x808b
0x985e 0x9332
0x985f 0x8ad6
0x9860 0x502d
0x9861 0x548c
0x9862 0x8a71
0x9863 0x6b6a
0x9864 0x8cc4
0x9865 0x8107
0x9866 0x60d1
0x9867 0x67a0
0x9868 0x9df2
0x9869 0x4e99
0x986a 0x4e98
0x986b 0x9c10
0x986c 0x8a6b
0x986d 0x85c1
0x986e 0x8568
0x986f 0x6900
0x9870 0x6e7e
0x9871 0x7897
0x9872 0x8155
0x9873 0x20b9f
0x9874 0x5b41
0x9875 0x5b56
0x9876 0x5b7d
0x9877 0x5b93
0x9878 0x5bd8
0x9879 0x5bec
0x987a 0x5c12
0x987b 0x5c1e
0x987c 0x5c23
0x987d 0x5c2b
0x987e 0x378d
0x9880 0x5c62
0x9881 0xfa3b
0x9882 0xfa3c
0x9883 0x216b4
0x9884 0x5c7a
0x9885 0x5c8f
0x9886 0x5c9f
0x9887 0x5ca3
0x9888 0x5caa
0x9889 0x5cba
0x988a 0x5ccb
0x988b 0x5cd0
0x988c 0x5cd2
0x988d 0x5cf4
0x988e 0x21e34
0x988f 0x37e2
0x9890 0x5d0d
0x9891 0x5d27
0x9892 0xfa11
0x9893 0x5d46
0x9894 0x5d47
0x9895 0x5d53
0x9896 0x5d4a
0x9897 0x5d6d
0x9898 0x5d81
0x9899 0x5da0
0x989a 0x5da4
0x989b 0x5da7
0x989c 0x5db8
0x989d 0x5dcb
0x989e 0x541e
0x989f 0x5f0c
0x98a0 0x4e10
0x98a1 0x4e15
0x98a2 0x4e2a
0x98a3 0x4e31
0x98a4 0x4e36
0x98a5 0x4e3c
0x98a6 0x4e3f
0x98a7 0x4e42
0x98a8 0x4e56
0x98a9 0x4e58
0x98aa 0x4e82
0x98ab 0x4e85
0x98ac 0x8c6b
0x98ad 0x4e8a
0x98ae 0x8212
0x98af 0x5f0d
0x98b0 0x4e8e
0x98b1 0x4e9e
0x98b2 0x4e9f
0x98b3 0x4ea0
0x98b4 0x4ea2
0x98b5 0x4eb0
0x98b6 0x4eb3
0x98b7 0x4eb6
0x98b8 0x4ece
0x98b9 0x4ecd
0x98ba 0x4ec4
0x98bb 0x4ec6
0x98bc 0x4ec2
0x98bd 0x4ed7
0x98be 0x4ede
0x98bf 0x4eed
0x98c0 0x4edf
0x98c1 0x4ef7
0x98c2 0x4f09
0x98c3 0x4f5a
0x98c4 0x4f30
0x98c5 0x4f5b
0x98c6 0x4f5d
0x98c7 0x4f57
0x98c8 0x4f47
0x98c9 0x4f76
0x98ca 0x4f88
0x98cb 0x4f8f
0x98cc 0x4f98
0x98cd 0x4f7b
0x98ce 0x4f69
0x98cf 0x4f70
0x98d0 0x4f91
0x98d1 0x4f6f
0x98d2 0x4f86
0x98d3 0x4f96
0x98d4 0x5118
0x98d5 0x4fd4
0x98d6 0x4fdf
0x98d7 0x4fce
0x98d8 0x4fd8
0x98d9 0x4fdb
0x98da 0x4fd1
0x98db 0x4fda
0x98dc 0x4fd0
0x98dd 0x4fe4
0x98de 0x4fe5
0x98df 0x501a
0x98e0 0x5028
0x98e1 0x5014
0x98e2 0x502a
0x98e3 0x5025
0x98e4 0x5005
0x98e5 0x4f1c
0x98e6 0x4ff6
0x98e7 0x5021
0x98e8 0x5029
0x98e9 0x502c
0x98ea 0x4ffe
0x98eb 0x4fef
0x98ec 0x5011
0x98ed 0x5006
0x98ee 0x5043
0x98ef 0x5047
0x98f0 0x6703
0x98f1 0x5055
0x98f2 0x5050
0x98f3 0x5048
0x98f4 0x505a
0x98f5 0x5056
0x98f6 0x506c
0x98f7 0x5078
0x98f8 0x5080
0x98f9 0x509a
0x98fa 0x5085
0x98fb 0x50b4
0x98fc 0x50b2
0x9940 0x50c9
0x9941 0x50ca
0x9942 0x50b3
0x9943 0x50c2
0x9944 0x50d6
0x9945 0x50de
0x9946 0x50e5
0x9947 0x50ed
0x9948 0x50e3
0x9949 0x50ee
0x994a 0x50f9
0x994b 0x50f5
0x994c 0x5109
0x994d 0x5101
0x994e 0x5102
0x994f 0x5116
0x9950 0x5115
0x9951 0x5114
0x9952 0x511a
0x9953 0x5121
0x9954 0x513a
0x9955 0x5137
0x9956 0x513c
0x9957 0x513b
0x9958 0x513f
0x9959 0x5140
0x995a 0x5152
0x995b 0x514c
0x995c 0x5154
0x995d 0x5162
0x995e 0x7af8
0x995f 0x5169
0x9960 0x516a
0x9961 0x516e
0x9962 0x5180
0x9963 0x5182
0x9964 0x56d8
0x9965 0x518c
0x9966 0x5189
0x9967 0x518f
0x9968 0x5191
0x9969 0x5193
0x996a 0x5195
0x996b 0x5196
0x996c 0x51a4
0x996d 0x51a6
0x996e 0x51a2
0x996f 0x51a9
0x9970 0x51aa
0x9971 0x51ab
0x9972 0x51b3
0x9973 0x51b1
0x9974 0x51b2
0x9975 0x51b0
0x9976 0x51b5
0x9977 0x51bd
0x9978 0x51c5
0x9979 0x51c9
0x997a 0x51db
0x997b 0x51e0
0x997c 0x8655
0x997d 0x51e9
0x997e 0x51ed
0x9980 0x51f0
0x9981 0x51f5
0x9982 0x51fe
0x9983 0x5204
0x9984 0x520b
0x9985 0x5214
0x9986 0x520e
0x9987 0x5227
0x9988 0x522a
0x9989 0x522e
0x998a 0x5233
0x998b 0x5239
0x998c 0x524f
0x998d 0x5244
0x998e 0x524b
0x998f 0x524c
0x9990 0x525e
0x9991 0x5254
0x9992 0x526a
0x9993 0x5274
0x9994 0x5269
0x9995 0x5273
0x9996 0x527f
0x9997 0x527d
0x9998 0x528d
0x9999 0x5294
0x999a 0x5292
0x999b 0x5271
0x999c 0x5288
0x999d 0x5291
0x999e 0x8fa8
0x999f 0x8fa7
0x99a0 0x52ac
0x99a1 0x52ad
0x99a2 0x52bc
0x99a3 0x52b5
0x99a4 0x52c1
0x99a5 0x52cd
0x99a6 0x52d7
0x99a7 0x52de
0x99a8 0x52e3
0x99a9 0x52e6
0x99aa 0x98ed
0x99ab 0x52e0
0x99ac 0x52f3
0x99ad 0x52f5
0x99ae 0x52f8
0x99af 0x52f9
0x99b0 0x5306
0x99b1 0x5308
0x99b2 0x7538
0x99b3 0x530d
0x99b4 0x5310
0x99b5 0x530f
0x99b6 0x5315
0x99b7 0x531a
0x99b8 0x5323
0x99b9 0x532f
0x99ba 0x5331
0x99bb 0x5333
0x99bc 0x5338
0x99bd 0x5340
0x99be 0x5346
0x99bf 0x5345
0x99c0 0x4e17
0x99c1 0x5349
0x99c2 0x534d
0x99c3 0x51d6
0x99c4 0x535e
0x99c5 0x5369
0x99c6 0x536e
0x99c7 0x5918
0x99c8 0x537b
0x99c9 0x5377
0x99ca 0x5382
0x99cb 0x5396
0x99cc 0x53a0
0x99cd 0x53a6
0x99ce 0x53a5
0x99cf 0x53ae
0x99d0 0x53b0
0x99d1 0x53b6
0x99d2 0x53c3
0x99d3 0x7c12
0x99d4 0x96d9
0x99d5 0x53df
0x99d6 0x66fc
0x99d7 0x71ee
0x99d8 0x53ee
0x99d9 0x53e8
0x99da 0x53ed
0x99db 0x53fa
0x99dc 0x5401
0x99dd 0x543d
0x99de 0x5440
0x99df 0x542c
0x99e0 0x542d
0x99e1 0x543c
0x99e2 0x542e
0x99e3 0x5436
0x99e4 0x5429
0x99e5 0x541d
0x99e6 0x544e
0x99e7 0x548f
0x99e8 0x5475
0x99e9 0x548e
0x99ea 0x545f
0x99eb 0x5471
0x99ec 0x5477
0x99ed 0x5470
0x99ee 0x5492
0x99ef 0x547b
0x99f0 0x5480
0x99f1 0x5476
0x99f2 0x5484
0x99f3 0x5490
0x99f4 0x5486
0x99f5 0x54c7
0x99f6 0x54a2
0x99f7 0x54b8
0x99f8 0x54a5
0x99f9 0x54ac
0x99fa 0x54c4
0x99fb 0x54c8
0x99fc 0x54a8
0x9a40 0x54ab
0x9a41 0x54c2
0x9a42 0x54a4
0x9a43 0x54be
0x9a44 0x54bc
0x9a45 0x54d8
0x9a46 0x54e5
0x9a47 0x54e6
0x9a48 0x550f
0x9a49 0x5514
0x9a4a 0x54fd
0x9a4b 0x54ee
0x9a4c 0x54ed
0x9a4d 0x54fa
0x9a4e 0x54e2
0x9a4f 0x5539
0x9a50 0x5540
0x9a51 0x5563
0x9a52 0x554c
0x9a53 0x552e
0x9a54 0x555c
0x9a55 0x5545
0x9a56 0x5556
0x9a57 0x5557
0x9a58 0x5538
0x9a59 0x5533
0x9a5a 0x555d
0x9a5b 0x5599
0x9a5c 0x5580
0x9a5d 0x54af
0x9a5e 0x558a
0x9a5f 0x559f
0x9a60 0x557b
0x9a61 0x557e
0x9a62 0x5598
0x9a63 0x559e
0x9a64 0x55ae
0x9a65 0x557c
0x9a66 0x5583
0x9a67 0x55a9
0x9a68 0x5587
0x9a69 0x55a8
0x9a6a 0x55da
0x9a6b 0x55c5
0x9a6c 0x55df
0x9a6d 0x55c4
0x9a6e 0x55dc
0x9a6f 0x55e4
0x9a70 0x55d4
0x9a71 0x5614
0x9a72 0x55f7
0x9a73 0x5616
0x9a74 0x55fe
0x9a75 0x55fd
0x9a76 0x561b
0x9a77 0x55f9
0x9a78 0x564e
0x9a79 0x5650
0x9a7a 0x71df
0x9a7b 0x5634
0x9a7c 0x5636
0x9a7d 0x5632
0x9a7e 0x5638
0x9a80 0x566b
0x9a81 0x5664
0x9a82 0x562f
0x9a83 0x566c
0x9a84 0x566a
0x9a85 0x5686
0x9a86 0x5680
0x9a87 0x568a
0x9a88 0x56a0
0x9a89 0x5694
0x9a8a 0x568f
0x9a8b 0x56a5
0x9a8c 0x56ae
